105	7	-88.3	-60.5	153.0
21	0	168.9	0.0	459.5
21	1	168.9	0.0	454.5
21	2	168.9	0.0	449.4
21	3	168.9	0.0	444.4
21	4	168.9	0.0	439.4
21	5	168.9	0.0	434.3
21	6	168.9	0.0	429.3
21	7	168.9	0.0	424.2
22	0	168.9	0.0	414.3
22	1	168.9	0.0	409.3
22	2	168.9	0.0	404.2
22	3	168.9	0.0	399.2
22	4	168.9	0.0	394.2
22	5	168.9	0.0	389.1
22	6	168.9	0.0	384.1
22	7	168.9	0.0	379.0
23	0	168.9	0.0	369.1
23	1	168.9	0.0	364.1
23	2	168.9	0.0	359.0
23	3	168.9	0.0	354.0
23	4	168.9	0.0	349.0
23	5	168.9	0.0	343.9
23	6	168.9	0.0	338.9
23	7	168.9	0.0	333.8
24	0	168.9	0.0	323.9
24	1	168.9	0.0	318.9
24	2	168.9	0.0	313.8
24	3	168.9	0.0	308.8
24	4	168.9	0.0	303.8
24	5	168.9	0.0	298.7
24	6	168.9	0.0	293.7
24	7	168.9	0.0	288.6
25	0	168.9	0.0	278.7
25	1	168.9	0.0	273.7
25	2	168.9	0.0	268.6
25	3	168.9	0.0	263.6
25	4	168.9	0.0	258.6
25	5	168.9	0.0	253.5
25	6	168.9	0.0	248.5
25	7	168.9	0.0	243.4
26	0	168.9	0.0	233.5
26	1	168.9	0.0	228.5
26	2	168.9	0.0	223.4
26	3	168.9	0.0	218.4
26	4	168.9	0.0	213.4
26	5	168.9	0.0	208.3
26	6	168.9	0.0	203.3
26	7	168.9	0.0	198.2
27	0	168.9	0.0	188.3
27	1	168.9	0.0	183.3
27	2	168.9	0.0	178.2
27	3	168.9	0.0	173.2
27	4	168.9	0.0	168.2
27	5	168.9	0.0	163.1
27	6	168.9	0.0	161.7
27	7	168.9	0.0	153.0
204	0	2.3	-60.5	422.0
204	1	7.3	-60.5	422.0
204	2	12.4	-60.5	422.0
204	3	17.4	-60.5	422.0
204	4	22.5	-60.5	422.0
204	5	27.5	-60.5	422.0
204	6	32.5	-60.5	422.0
204	7	37.6	-60.5	422.0
201	0	88.3	-60.5	419.1
201	1	88.3	-60.5	424.1
201	2	88.3	-60.5	429.2
201	3	88.3	-60.5	434.2
201	4	88.3	-60.5	439.3
201	5	88.3	-60.5	444.3
201	6	88.3	-60.5	449.3
201	7	88.3	-60.5	454.4
202	0	88.3	-60.5	373.9
202	1	88.3	-60.5	378.9
202	2	88.3	-60.5	384.0
202	3	88.3	-60.5	389.0
202	4	88.3	-60.5	394.1
202	5	88.3	-60.5	399.1
202	6	88.3	-60.5	404.1
202	7	88.3	-60.5	409.2
203	0	88.3	-60.5	328.7
203	1	88.3	-60.5	333.7
203	2	88.3	-60.5	338.8
203	3	88.3	-60.5	343.8
203	4	88.3	-60.5	348.9
203	5	88.3	-60.5	353.9
203	6	88.3	-60.5	358.9
203	7	88.3	-60.5	364.0
205	0	88.3	-60.5	283.5
205	1	88.3	-60.5	288.5
205	2	88.3	-60.5	293.6
205	3	88.3	-60.5	298.6
205	4	88.3	-60.5	303.7
205	5	88.3	-60.5	308.7
205	6	88.3	-60.5	313.7
205	7	88.3	-60.5	318.8
206	0	88.3	-60.5	238.3
206	1	88.3	-60.5	243.3
206	2	88.3	-60.5	248.4
206	3	88.3	-60.5	253.4
206	4	88.3	-60.5	258.5
206	5	88.3	-60.5	263.5
206	6	88.3	-60.5	268.5
206	7	88.3	-60.5	273.6
207	0	88.3	-60.5	193.1
207	1	88.3	-60.5	198.1
207	2	88.3	-60.5	203.2
207	3	88.3	-60.5	208.2
207	4	88.3	-60.5	213.3
207	5	88.3	-60.5	218.3
207	6	88.3	-60.5	223.3
207	7	88.3	-60.5	228.4
208	0	88.3	-60.5	147.9
208	1	88.3	-60.5	152.9
208	2	88.3	-60.5	158.0
208	3	88.3	-60.5	163.0
208	4	88.3	-60.5	168.1
208	5	88.3	-60.5	173.1
208	6	88.3	-60.5	178.1
208	7	88.3	-60.5	183.2
